old_spec	old_req_name	req_hash	scen_n	disposition	target_path	new_req_name	merge_group	rewrite_flags	confidence	rationale
product-analytics	PostHog Cloud EU is the sole product-analytics platform	d1f0143b	2							p=3 n=2
product-analytics	Analytics `distinct_id` is the platform-internal `UserId`	7ee614a7	2							p=21 n=0
product-analytics	Event names follow `domain.action[.qualifier][.outcome]` in dot.case	0273e643	2							p=17 n=0
product-analytics	Event sourcing is partitioned between frontend and backend	af11b926	3							p=32 n=0
product-analytics	Backend analytics flow uses NATS and an `analytics-consumer`	87651c25	3							p=6 n=0
product-analytics	PostHog SDK initialisation is deferred until after first paint	5d2997a6	2							p=5 n=0
product-analytics	Frontend disables autocapture and automatic page-view capture	0a6cf193	2							p=18 n=0
product-analytics	Session replay masks PII by default	d1aacdd9	4							p=17 n=0
product-analytics	Product analytics and OpenTelemetry remain separated; only `trace_id` bridges	c00d51fd	3							p=32 n=0
product-analytics	Event catalogue is the single source of truth	ebaaec53	4							p=80 n=0
product-analytics	Internal and E2E traffic is excluded from product analytics	de75e6e9	2							p=12 n=2
product-analytics	Account authentication events are emitted server-side	54dce072	4							p=54 n=0
product-analytics	Every active catalogue event has a verified emission call site	d0b92b4e	2							p=12 n=0
product-analytics	The event catalogue records a per-event collection status	ebd63f93	5							p=45 n=0
prompt-timing	PWA Install Prompt Blocked During Onboarding	c6c26c7b	2							p=20 n=0
prompt-timing	Notification Prompt Blocked When Not Authenticated	c95a01a0	2							p=18 n=0
prompt-timing	Notification Prompt Blocked During Onboarding	7d1963ac	1							p=8 n=0
prompt-timing	Single Prompt Per Session	9863dfb2	3							p=7 n=0
prompt-timing	Notification Prompt Priority Over Disruptive PWA Prompts	4fa94c75	2							p=18 n=0
prompt-timing	Notification Prompt Eligible on First Post-Completion Session	87cc1ab7	2							p=21 n=0
prompt-timing	PWA Install Banner Eligible After Onboarding Completion	dfb67358	3							p=19 n=0
prompt-timing	Dismissed Prompts Do Not Reappear	0db12636	3							p=20 n=0
proximity-model	Proximity Enum in Proto	15ba957a	2							p=10 n=0
proximity-model	Concert.ProximityTo Entity Method	2c42bcbc	6							p=48 n=0
proximity-model	Haversine in pkg/geo	c2e9153d	1							p=1 n=0
pulumi-state-recovery	State-Recovery Operator Runbook	d090ca66	3							p=12 n=19
push-notification-localization	Localized Notification Copy	5cb90279	4							p=23 n=0
push-notification-localization	Concert Discovery Notification Content	a9273aed	3							p=41 n=0
push-notification-service	PushSubscription entity model	9a1fc912	2							p=14 n=0
push-notification-service	Create RPC registers the calling browser's subscription	f4a28920	3							p=16 n=0
push-notification-service	Get RPC returns the subscription for a specific browser	c0a5a278	4							p=18 n=0
push-notification-service	Delete RPC removes only the specified browser's subscription	3e5c6df3	4							p=15 n=0
push-notification-service	Per-browser scoping for repository operations	587801da	2							p=10 n=0
push-notification-service	Stale subscription self-healing on the client	f432f155	4							p=31 n=0
push-notification-service	Delivery scope limited to newly created concerts	19e310ac	5							p=94 n=0
push-notification-service	CONCERT.created event carries identifiers of newly created concerts	1b8820e7	3							p=39 n=0
push-notification-service	Notification consumer is a thin adapter over the use case	a364fdda	2							p=12 n=0
push-notification-service	NotifyNewConcerts debug RPC for deterministic invocation	172ba817	5							p=29 n=0
push-notification-service	New-concert notification deep-links to the earliest matched concert	d35d3ed0	3							p=60 n=0
push-notification-service	Service Worker renews the subscription on pushsubscriptionchange	cf27fe01	2							p=9 n=0
push-notification-service	Subscription registration failures are observable on the client	b2380b2e	1							p=10 n=0
pwa-install-banner	Banner Visible to Authenticated Non-Installed Users After Onboarding	c5963f92	4							p=17 n=0
pwa-install-banner	Banner CTA Install Flow by Platform	4119cdd2	6							p=6 n=0
pwa-install-banner	Banner Disappears Permanently After Installation	5cbde489	2							p=1 n=0
pwa-install-banner	Session-Level Dismiss	04d937d5	3							p=12 n=0
pwa-install-banner	Banner Suppressed While PostSignupDialog Is Open	25572bdf	2							p=3 n=0
pwa-install-banner	Banner Visual Presentation	3eb41063	5							p=2 n=3
pwa-install-banner	Banner Accessibility	1372c5f1	3							p=0 n=0
pwa-install-banner	PwaInstallService Banner Visibility API	71f5e962	4							p=1 n=0
pwa-update-lifecycle	The SPA SHALL register its Service Worker via `virtual:pwa-register`	29b27100	2							p=0 n=0
pwa-update-lifecycle	The Service Worker SHALL handle `SKIP_WAITING` messages and claim clients on activate	f14b8527	2							p=4 n=0
pwa-update-lifecycle	The SPA SHALL show a persistent update toast when a waiting SW is detected after user interaction	6c9da1b6	3							p=18 n=0
pwa-update-lifecycle	The SPA SHALL apply a waiting SW silently on boot before user interaction	d34c4ed1	2							p=19 n=0
pwa-update-lifecycle	The SPA SHALL trigger SW update checks on boot and on page resume	a67403bd	2							p=2 n=0
pwa-update-lifecycle	The update action button SHALL be visually prominent	4a510247	2							p=2 n=0
rpc-auth-scoping	Explicit user_id in authenticated per-user RPC bodies	73eb80a9	4							p=22 n=0
rpc-auth-scoping	Creation RPCs are exempt from the user_id convention	b7af17c1	1							p=10 n=0
rpc-auth-scoping	Shared JWT-match helper	9e4581a4	2							p=3 n=0
sales-phase	SalesPhase Entity	0b1cb02b	2							p=39 n=0
sales-phase	SalesPhase Identity	de715c0d	1							p=4 n=0
sales-phase	Sales Method and Channel Classification	859491ec	3							p=2 n=0
sales-phase	Timeline Fields Are Nullable Except the Start	9c5ae284	1							p=3 n=0
sales-phase	Best-Effort Stable Phase Identity	6e7d77aa	3							p=5 n=1
sales-phase	Persist Only Phases With a Known Start	7c959ac7	2							p=6 n=0
sales-phase	SalesPhase Database Schema	368eb127	1							p=5 n=0
sales-phase-discovery	Dedicated Sales-Phase Searcher	1efb3929	3							p=34 n=0
sales-phase-discovery	Verbatim Extraction Discipline	d6192fdf	2							p=6 n=0
sales-phase-discovery	Scheduled Sales-Phase Discovery Job	2b9a0e18	3							p=15 n=0
sales-phase-discovery	Event-Driven Announcement on New Phase	7039a1b3	3							p=18 n=0
sales-phase-discovery	Play-guide sales are classified as プレイガイド even when general	13f27f40	2							p=1 n=0
sales-phase-discovery	Lottery phases extract the application deadline and result date when published	13eb3df0	2							p=10 n=0
sales-reminders	Multi-Stage Reminder Scan	2e5ab342	6							p=12 n=0
sales-reminders	Reminder Audience	20550ed2	2							p=29 n=0
sales-reminders	Once-Only Delivery	8dae3574	1							p=5 n=0
sales-reminders	Quiet Hours	07c99058	3							p=14 n=0
sales-reminders	Notification Content	a69ee980	1							p=20 n=0
sales-reminders	Reminder Delivery Reuses Web Push	ac187a2e	1							p=3 n=0
schema-lint	SERIAL and BIGSERIAL detection	178e7842	2							p=0 n=0
schema-lint	Bare TIMESTAMP detection	1ade96c5	2							p=0 n=0
schema-lint	Audit column detection	c466722a	2							p=0 n=0
schema-lint	VARCHAR detection	8238a672	2							p=0 n=0
schema-lint	COMMENT ON TABLE coverage	dc05323c	2							p=3 n=0
schema-lint	COMMENT ON COLUMN coverage	0122b55d	2							p=0 n=0
schema-lint	Makefile integration	a7087e4f	2							p=0 n=0
schema-lint	CI integration	74a09816	2							p=0 n=4
schema-lint	Comment-line exclusion	3a31eb09	2							p=0 n=0
schema-lint	Database migration workflow includes schema lint	c06f209f	1							p=0 n=1
search-follow-absorption	Search result follow triggers bubble view transition and absorption animation	5e559d83	3							p=48 n=0
secret-management	GCP Secret Manager provisioning	2e7a24d0	2							p=0 n=19
secret-management	IAM access control for secrets	a703e69c	2							p=0 n=3
secret-management	External Secrets Operator deployment	4389da9a	2							p=0 n=7
secret-management	ClusterSecretStore configuration	8a784072	2							p=0 n=9
secret-management	ExternalSecret for backend secrets	6aa85357	3							p=0 n=14
secret-management	Backend Deployment secret consumption	50d8ae22	2							p=0 n=3
secret-management	Postmark Server API Token in Pulumi ESC	a83ead79	3							p=0 n=16
secret-management	Secret rotation propagation	d1b01a6b	2							p=0 n=5
semantic-dom	Semantic HTML element usage	4405aea2	3							p=0 n=4
semantic-dom	Minimal div nesting depth	de34c46e	1							p=0 n=0
semantic-dom	Dialog consolidation to bottom-sheet CE	f7c51d0e	2							p=14 n=3
semantic-dom	Prompt consolidation to toast CE	c58939a3	1							p=7 n=0
settings	My Home Area Preference	e10629fb	5							p=37 n=1
settings	Push Notification Toggle	6b430c37	6							p=30 n=0
settings	About Section	6125218d	1							p=12 n=0
settings	Language Preference	202b7dda	5							p=23 n=0
settings	Sign Out	157329e7	2							p=11 n=0
settings	Guest-Adaptive Account Section	4f35beae	2							p=11 n=0
settings	Guest Language Preference	b9042996	3							p=19 n=0
settings	Settings Page Layout and Scroll	6b282b21	3							p=13 n=0
settings	Toggle Control Layout Integrity	e2f06646	2							p=4 n=0
settings	Expandable Toggle Description	b3a903f1	4							p=12 n=0
settings	Privacy & Analytics Consent Toggle Labeling	625236d9	3							p=27 n=0
settings	Platform-Conditional Sound Effects Hint	143d0fd5	2							p=4 n=0
settings	Language Selector Single-Select Semantics	299ce57b	2							p=2 n=0
settings	Home Area Selected-State Indicator	9687f5b1	1							p=8 n=0
settings	Settings Async Status Live Region	b9a9a010	1							p=2 n=0
settings	Toggle Hint Association And Disabled Push Row	4d81e1d9	2							p=3 n=0
settings	Settings Group List Semantics	446b68ac	1							p=8 n=0
settings	Email And Verification Badge Association	163284e5	1							p=0 n=0
settings	Consent Toggle Observable Binding	14d6480b	2							p=12 n=0
settings	Language Selection Sheet Dismiss And Error Surfacing	9b78c364	3							p=4 n=0
settings	Settings Page Header Label	8fe39d4c	2							p=16 n=0
shell-layout	Overlay elements excluded from grid flow	05931e6e	5							p=37 n=5
shell-layout	Dashboard uses semantic HTML structure	9fe11d31	3							p=14 n=0
shell-layout	live-highway component eliminated	ab408bc8	2							p=19 n=0
shell-layout	Document root is a non-scrolling frame	861a43d5	3							p=9 n=0
signup-prompt-banner	Guest Signup Prompt Banner	980dfdf0	2							p=11 n=0
signup-prompt-banner	Signup Banner on My Artists	fff2bb68	4							p=31 n=0
signup-prompt-banner	Signup Banner on Dashboard	458cc836	3							p=17 n=0
signup-prompt-banner	Shared Banner Component	0f78015c	7							p=20 n=3
signup-prompt-banner	Dashboard auth guard for journey fetch	16433aea	2							p=16 n=0
state-management	OnboardingService as singleton state owner	7847c6de	3							p=0 n=0
state-management	GuestService as singleton state owner	aa6bc055	8							p=53 n=0
state-management	GuestFollow type in entities	5d5764b0	1							p=10 n=0
state-management	Service-level persistence via propertyChanged	13127827	3							p=10 n=0
state-management	Service hydration from localStorage	9e2cb3d1	4							p=4 n=0
state-management	Simplified guest-storage POJO-only serialization	13521b4e	4							p=9 n=0
state-management	OnboardingStep string values	202a948d	3							p=12 n=0
state-management	FollowServiceClient as follow state SSoT	046ad7c4	5							p=66 n=0
state-management	ConcertServiceClient concert search and tracking	ad3f4edd	9							p=60 n=0
state-management	Single DI access path	884f0921	1							p=0 n=0
state-transition-diagram	Onboarding is a one-way latched boolean	79e8a995	6							p=29 n=1
state-transition-diagram	Coach mark is an independent, non-blocking hint	87540baa	3							p=7 n=0
state-transition-diagram	Guest data accumulates before signup and clears after merge	2d69ca51	5							p=59 n=0
storybook-component-testing	Presentational components have isolated stories	85945a5d	3							p=0 n=0
storybook-component-testing	Component stories run as tests in CI	41a5f39e	4							p=0 n=6
storybook-component-testing	Accessibility checks run on component stories	007cb563	2							p=0 n=1
storybook-component-testing	Component-level visual regression detects unintended changes	1db1a8e9	3							p=0 n=1
storybook-component-testing	A single visual-regression pipeline is maintained	fb494241	1							p=0 n=2
storybook-component-testing	Unit and component test suites are isolated but jointly gated	50754c36	3							p=0 n=8
tap-press-feedback	Global button press feedback baseline	eef56daa	3							p=4 n=3
tap-press-feedback	Non-button primary tappables give press feedback	7de7e6fc	3							p=7 n=0
tap-press-feedback	List rows give press feedback	79df2900	1							p=8 n=0
tap-press-feedback	Reduced motion fallback for press feedback	8ddb683b	2							p=4 n=0
tap-press-feedback	Touch activation reliability on iOS Safari	406c5df4	2							p=0 n=0
ticket-journey	Ticket Journey Entity	1fc3751e	2							p=27 n=0
ticket-journey	Set Ticket Journey Status	7670237b	7							p=68 n=0
ticket-journey	Delete Ticket Journey	4385c3f2	2							p=23 n=0
ticket-journey	List Ticket Journeys by User	3b844bbf	2							p=28 n=0
ticket-journey	Ticket Journey Database Schema	b56ca8de	2							p=7 n=0
ticket-journey	Ticket Status UI visibility	403ab48d	2							p=32 n=0
ticket-journey	Ticket Status UI two-phase layout	c3cac2c9	2							p=10 n=0
ticket-journey	Ticket Status cumulative progress display	8534efcd	3							p=6 n=0
ticket-journey	Ticket Status selection contrast	9be3c600	1							p=2 n=0
ticket-journey	Ticket Status semantic color and non-color cues	74180f46	2							p=3 n=0
ticket-journey	Ticket Status outcome gating	c19ad4f2	3							p=6 n=0
ticket-journey	Ticket Status radiogroup accessibility	e88aa6ab	1							p=8 n=0
ticket-journey	Ticket Journey UI is independent of ticket sales	e461279d	2							p=30 n=0
ticket-purchase-and-issuance	Issue from ④'s captured winning payment	c1d24f5c	3							p=28 n=0
ticket-purchase-and-issuance	Order record	9a5c5577	2							p=32 n=0
ticket-purchase-and-issuance	Issue account-bound covered tickets on the captured win	6582d0a3	4							p=32 n=0
ticket-purchase-and-issuance	Idempotent issuance	024ecd53	1							p=12 n=0
ticket-purchase-and-issuance	Capture succeeded but issuance failed	8dbf2550	1							p=18 n=0
ticket-purchase-and-issuance	Settlement and payout are delegated to ticket-settlement-and-payout	dfd6a483	1							p=32 n=0
ticket-purchase-and-issuance	収納代行 scheme — discharge on payment + 代理受領権限	8d79ebfe	1							p=17 n=0
ticket-purchase-and-issuance	Refund taxonomy — cancellation vs postponement	18ed1bbb	4							p=45 n=0
ticket-purchase-and-issuance	No stored card data (PCI SAQ A)	a387fd5d	1							p=0 n=0
toast-ce	Toast Custom Element	a00742f0	6							p=17 n=4
typography-focused-dashboard	Three-Lane Live Highway Layout	f74f28f8	11							p=34 n=8
unified-check-interface	Makefile with standard targets in every repo	1f4236a6	16							p=2 n=19
unified-check-interface	CI workflows use Makefile targets	5f29dbc8	7							p=0 n=34
usecase-test-coverage	TicketEmailUsecase Create Tests	b74403ed	6							p=28 n=0
usecase-test-coverage	TicketEmailUsecase Update Tests	06d88adc	4							p=12 n=0
usecase-test-coverage	TicketEmailUsecase Helper Tests	6e79be2d	3							p=4 n=0
usecase-test-coverage	ArtistImageSyncUsecase SyncArtistImage Tests	b0ef3711	5							p=38 n=0
usecase-test-coverage	Adapter mapper test coverage	372e9507	5							p=29 n=0
usecase-test-coverage	Messaging layer test coverage	b8f5f431	3							p=6 n=0
usecase-test-coverage	User event consumer test coverage	c0438570	2							p=14 n=0
usecase-test-coverage	Package utility test coverage	2e32c368	2							p=0 n=0
user-account-sync	User Account Provisioning on Signup	4a7a9870	5							p=66 n=0
user-auth	Sign Up / Sign In	4feada93	6							p=28 n=0
user-auth	Session Restoration on App Cold Start	6e3ca315	3							p=16 n=0
user-auth	Server-Side Session Monitoring Disabled	55d53cca	1							p=0 n=0
user-home	User Home Area Data Model	e76b8579	6							p=41 n=0
user-home	Create User with Home	d4abfe2d	2							p=39 n=0
user-home	Update Home RPC	03687617	5							p=22 n=0
user-home	Home included in User retrieval	a3ec45d1	3							p=36 n=0
user-home	Frontend home area persistence via RPC	ae323978	6							p=68 n=0
user-home	Unified Home Area Selector Component	28ba240d	8							p=48 n=0
user-home	Home area i18n namespace	74fb8dda	2							p=21 n=4
user-language-preference	User Preferred Language Field on User Entity	d0858130	2							p=12 n=0
user-language-preference	Create RPC Captures Preferred Language at Signup	92dc9e36	6							p=33 n=0
user-language-preference	UpdatePreferredLanguage RPC	c5154740	5							p=28 n=0
user-language-preference	"DB Column Semantics — NULL Means ""Not Yet Set by Client"""	4212b60b	4							p=9 n=0
user-language-preference	Repository NULL-Safe Reads on Nullable users Columns	27a58266	4							p=5 n=1
user-language-preference	Guest Language as Observable Store State	51876e5c	2							p=7 n=0
user-language-preference	UserStore Handles NULL Server Preferred Language	3f534392	1							p=9 n=0
user-profile-hydration	User profile hydration at app startup	082b67f3	2							p=12 n=0
user-profile-hydration	User profile hydration after auth callback	26245679	2							p=15 n=0
user-profile-hydration	Idempotent profile loading	6206645b	2							p=2 n=0
user-profile-hydration	Graceful degradation on hydration failure	9cdd404a	1							p=0 n=0
user-profile-hydration	Write-through on user mutation	ffc7c544	2							p=18 n=0
user-profile-hydration	Apply Preferred Language to i18n After Hydration	526ee4e1	2							p=8 n=0
user-profile-hydration	Backfill Preferred Language When Missing	95a098c6	2							p=4 n=0
user-profile-hydration	Remove Legacy localStorage Language Key After Authenticated Session Begins	f79d5bd1	2							p=4 n=0
user-profile-hydration	Profile cleared on sign-out	ca36f2ea	1							p=8 n=0
venue-name-cache	Venue lookup by listed name before Places API call	5ed41020	3							p=9 n=0
venue-name-cache	Unique index on venue listed name and admin area	2d940e7a	2							p=9 n=0
venue-name-localization	Venue Name Display Respects User's Preferred Language	ce6c5d20	5							p=61 n=0
venue-normalization	Venue Resolution During Concert Creation	b5cffdc8	5							p=46 n=0
venue-normalization	Skip Unresolvable Venues	49fcae57	2							p=15 n=0
venue-normalization	PlaceSearcher Is Required	5c9914dd	1							p=1 n=0
venue-normalization	Idempotent venue get-or-create with place_id-authoritative identity	070135aa	6							p=38 n=0
venue-normalization	Google Places API Request Includes Language Code	4a6bf4ba	4							p=20 n=0
venue-normalization	listed_venue_name Is Normalized Before Storage	ee5f4d87	3							p=14 n=0
watermill-structured-logging	Watermill logs use structured JSON output	4ec3e8b2	2							p=0 n=4
watermill-structured-logging	Watermill and application logs share the same slog handler	5c822c0e	1							p=0 n=0
web-push-delivery-alerting	Alert on sustained push delivery failure	38eff45b	2							p=5 n=0
web-push-delivery-alerting	Alert on active-subscription starvation	39b85fb5	1							p=4 n=0
welcome-dashboard-preview	Live Dashboard Preview on Welcome Page	0553ef68	6							p=56 n=0
workload-naming-convention	Workload names follow the audience-tier scheme	37ea1f33	3							p=33 n=0
workload-naming-convention	Derived resources share the workload stem with uniform suffixes	18c7b60a	2							p=9 n=1
workload-naming-convention	GCP identities and image repositories key off the same principal	67aff0f5	1							p=10 n=6
workload-naming-convention	A canonical name mapping is the authoritative reference	c87e5845	1							p=12 n=2
workload-naming-convention	Renames use an additive create-new then cutover then delete-old migration	7c872f18	2							p=12 n=3
zitadel-action-webhook	Pre-Access-Token Webhook Endpoint	58dcc538	2							p=10 n=0
zitadel-action-webhook	Webhook Authentication via Zitadel-Issued JWT Signature	aed4c899	3							p=6 n=0
zitadel-action-webhook	Webhook Reachable Only Within Cluster	2490c752	3							p=10 n=1
zitadel-observability	Alert on Zitadel API request latency p99	8837e7de	4							p=5 n=1
zitadel-observability	Alert on backend JWT validation error rate	d5fe4e39	3							p=3 n=1
zitadel-observability	Cloud SQL connection-pool dashboard panel for Zitadel database	71ec3438	2							p=11 n=5
zitadel-observability	Weekly Zitadel API restart CronJob in dev	ab3b25a7	3							p=2 n=18
zitadel-observability	Operator runbook for the Zitadel hang incident shape	2889fc74	3							p=5 n=1
zitadel-self-hosted-deployment	Self-Hosted Zitadel Runtime in Each Environment Cluster	44895c14	4							p=6 n=15
zitadel-self-hosted-deployment	Two-Container Deployment with Path-Based Routing	ab9fc2db	4							p=2 n=19
zitadel-self-hosted-deployment	TLS Terminated at Gateway, Cluster Traffic Unencrypted	0236d0b9	2							p=3 n=2
zitadel-self-hosted-deployment	Cloud SQL Connection via Auth Proxy Sidecar with IAM Authentication	d82df351	2							p=9 n=4
zitadel-self-hosted-deployment	Cloud SQL Database and IAM User Pre-Provisioned by Pulumi	3c414b62	2							p=14 n=12
zitadel-self-hosted-deployment	Connection Pool Sized Within Dev Connection Budget	578956e3	1							p=0 n=7
zitadel-self-hosted-deployment	Bootstrap Admin Machine Key Stored in Secret Manager	b0175238	3							p=22 n=22
zitadel-self-hosted-deployment	Backend MachineKey Lifecycle Tied to Zitadel-Side Identity	dbc37c2d	4							p=27 n=9
zitadel-self-hosted-deployment	Masterkey Generated Once and Stored Immutably	4b73a014	2							p=2 n=6
zitadel-self-hosted-deployment	Resilient Scheduling on Shared Spot Node Pool	94459a55	4							p=1 n=9
zitadel-self-hosted-deployment	GSM Naming Convention for Zitadel MachineKey Credentials	ac64c315	2							p=4 n=5
zitadel-self-hosted-deployment	Per-Environment Overlay Topology	30ca2556	7							p=1 n=56
zitadel-self-hosted-deployment	Single Unified Zitadel Class Across All Environments	14b4f9a6	3							p=1 n=5
zitadel-self-hosted-deployment	Per-Environment Configuration Values Sourced From Env-Keyed Map	68c43661	3							p=6 n=2
zitadel-self-hosted-deployment	Backend MachineUser Lives in Product Org Across All Environments	96fac2e7	3							p=20 n=14
zitadel-self-hosted-deployment	Cost Guardrails and Observability Applied to All Environments	d7813885	3							p=10 n=10
zitadel-self-hosted-deployment	Zitadel Deployment Rendered by Official Helm Chart	9c5c2b45	4							p=1 n=32
zitadel-self-hosted-deployment	Login V2 UI Routes Outbound Calls Via Cluster-Internal Service Using CUSTOM_REQUEST_HEADERS	202ed740	6							p=10 n=11
zitadel-self-hosted-deployment	Zitadel Version Upgrades Applied by Pinned-Tag Edit with Boot-Time Migration and Post-Upgrade Verification	938a18d5	4							p=6 n=6
zitadel-self-hosted-deployment	Outbound HTTP Client Permits In-Cluster Webhook Targets While Retaining SSRF Protection	b6ebc4e9	4							p=8 n=0
